brain,checkpoint,mode,cue,mean_lifetime,mean_total_activity,A_peak_activity,A_cumulative_activity,A_peak_step,A_final_activity,F_peak_activity,F_cumulative_activity,F_peak_step,F_final_activity,P_peak_activity,P_cumulative_activity,P_peak_step,P_final_activity,Q_peak_activity,Q_cumulative_activity,Q_peak_step,Q_final_activity,R_peak_activity,R_cumulative_activity,R_peak_step,R_final_activity,trial_similarity,A_peak_selectivity,A_cumulative_selectivity,A_final_selectivity,similarity_to_A_experience,similarity_to_F_experience,experience_preference,context_selectivity,context_pattern_separation
1,300,untrained,P_weak_F,120.0,44.509338224459256,0.4093878093341717,21.297760566584245,27.0,0.09769506816758784,0.5036062492565976,19.073274009536796,9.0,0.28308302745426656,0.529358952154185,16.246779724067352,5.0,0.37215574027302945,0.4760899425396376,18.561027986629234,10.0,0.30885741105008685,0.4188374897435376,17.19286845038868,119.0,0.41582578611786536,1.0,-0.0942184399224259,2.224486557047449,-0.18538795928667873,0.0,0.0,0.0,0.0,0.0
1,300,untrained,A,120.0,30.26441068156754,0.5269649720747348,12.894400004652647,6.0,0.24272646671941586,0.4054539899242591,13.789942351949772,25.0,0.06751702771474415,0.41679144437282967,13.560983292503916,93.0,0.0,0.4033512934076143,13.223833828661189,25.0,0.20388342424581243,0.4363819720236043,14.468026008478486,94.0,0.0,1.0,0.12151098215047573,-0.8955423472971251,0.17520943900467173,0.0,0.0,0.0,0.0,0.0
1,300,untrained,F,120.0,29.80479040336694,0.4094459203400784,14.799543180171332,102.0,0.026776114333911895,0.5238161960411456,11.486486339707591,5.0,0.3473697626324526,0.40104352249740005,17.363795912246285,120.0,0.40104352249740005,0.4939282140271527,11.62326624973166,7.0,0.34172527925205093,0.43206090704859645,13.857754628149484,12.0,0.08564869082561427,1.0,-0.11437027570106723,3.313056840463741,-0.3205936482985407,0.0,0.0,0.0,0.0,0.0
1,300,disconnected,P,120.0,14.980077732983009,0.37460665145666844,15.890744258915825,49.0,0.0,0.0,0.0,1.0,0.0,0.45526083345193447,22.611819945846385,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0000000000000002,0.37460665145666844,15.890744258915825,0.0,0.0,0.0,0.0,0.0,0.0
1,300,disconnected,P_weak_A,120.0,22.92432998157718,0.5162587752431187,16.709013866044046,62.0,0.0,0.0,0.0,1.0,0.0,0.4483039936175405,23.30640847603283,6.0,0.1772894337198749,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.5162587752431187,16.709013866044046,0.0,0.0,0.0,0.0,0.0,0.0
1,300,disconnected,P_weak_F,120.0,15.097588536100696,0.41488570326526714,13.151462668197102,52.0,0.0,0.544169350826374,11.824728747748217,7.0,0.0,0.4479811818200937,20.571600257778623,6.0,0.33405446782248793,0.5493880446797057,11.458282777932624,7.0,0.0,0.5221311865067367,11.36542356915028,10.0,0.0,0.9999999999999998,-0.12928364756110683,1.3267339204488842,0.0,0.0,0.0,0.0,0.0,0.0
1,300,disconnected,A,120.0,28.94122544675117,0.5328003968456237,14.05507604666766,5.0,0.14107420544997976,0.0,0.0,1.0,0.0,0.4009550530447027,19.436744120095256,99.0,0.03865122958800251,0.0,0.0,1.0,0.0,0.0052476017793641715,0.03689600202506226,102.0,0.0,1.0000000000000002,0.5328003968456237,14.05507604666766,0.14107420544997976,0.0,0.0,0.0,0.0,0.0
1,300,disconnected,F,120.0,29.66389086643943,0.41668151807462206,9.429375592997403,17.0,0.3912944620801615,0.6008999261974547,5.6341588294960845,4.0,0.0,0.35126868175997106,17.920692483926977,28.0,0.1986539218968521,0.5897907880684591,5.5426394232419725,4.0,0.0,0.5391274521286125,6.039164415742111,8.0,0.0,1.0,-0.18421840812283263,3.795216763501318,0.3912944620801615,0.0,0.0,0.0,0.0,0.0
1,300,shared,P,120.0,23.02351946918872,0.5070445953964181,6.5567202141351455,15.0,0.0,0.5055561178963353,27.904532320787006,39.0,0.3082732924672136,0.6512983783628421,5.366747601611719,3.0,0.0,0.5129667961285382,30.303864604247032,38.0,0.3263748768860122,0.4608200883372568,29.55507883039214,40.0,0.3010683586937542,1.0,0.001488477500082852,-21.34781210665186,-0.3082732924672136,0.03828012966319446,0.35249412774331657,-0.3142139980801221,0.010008611022800484,0.02142401858814935
1,300,shared,P_weak_A,120.0,23.23600406704111,0.43323994180189657,9.5128451813647,8.0,0.0,0.4991846128946196,28.750644032561706,37.0,0.29481755954687855,0.6507769704939627,5.3564556510216175,3.0,0.0,0.5007228999484862,31.25445458723896,36.0,0.3122790911603457,0.5019712492985536,29.378119388999654,40.0,0.30743576001607853,0.9999999999999998,-0.065944671092723,-19.237798851197006,-0.29481755954687855,0.04687845204610498,0.34150041037968043,-0.29462195833357546,0.010008611022800484,0.02142401858814935
1,300,shared,P_weak_F,120.0,21.998558238459044,0.4714746942171219,6.634412671414938,16.0,0.0,0.5474279763326454,30.58739140932331,7.0,0.3262835575093042,0.6506417539818923,5.24415937066944,3.0,0.0,0.5441037543369689,31.94542715224684,8.0,0.34106611881436405,0.541708716907205,29.333481802112942,54.0,0.30668369210334767,1.0000000000000002,-0.07595328211552349,-23.95297873790837,-0.3262835575093042,0.024737841871688385,0.3506378676174891,-0.32590002574580074,0.010008611022800484,0.02142401858814935
